,Date,Hour,Daily Peak Probability,Vote
6686,10/5/2008,16,,7
6687,10/5/2008,17,,474
6688,10/5/2008,18,,434
6689,10/5/2008,19,,19
6690,10/5/2008,20,,63
6691,10/5/2008,21,,3
6692,10/5/2008,22,,0
6693,10/5/2008,23,,0
6694,10/5/2008,24,,0
6695,10/6/2008,1,,0
6696,10/6/2008,2,,0
6697,10/6/2008,3,,0
6698,10/6/2008,4,,0
6699,10/6/2008,5,,0
6700,10/6/2008,6,,0
6701,10/6/2008,7,,0
6702,10/6/2008,8,,0
6703,10/6/2008,9,,0
6704,10/6/2008,10,,0
6705,10/6/2008,11,,0
6706,10/6/2008,12,,0
6707,10/6/2008,13,,0
6708,10/6/2008,14,,0
6709,10/6/2008,15,,0
6710,10/6/2008,16,,3
6711,10/6/2008,17,,171
6712,10/6/2008,18,,823
6713,10/6/2008,19,,3
6714,10/6/2008,20,,0
6715,10/6/2008,21,,0
6716,10/6/2008,22,,0
6717,10/6/2008,23,,0
6718,10/6/2008,24,,0
6719,10/7/2008,1,,0
6720,10/7/2008,2,,0
6721,10/7/2008,3,,0
6722,10/7/2008,4,,0
6723,10/7/2008,5,,0
6724,10/7/2008,6,,0
6725,10/7/2008,7,,0
6726,10/7/2008,8,,0
6727,10/7/2008,9,,0
6728,10/7/2008,10,,0
6729,10/7/2008,11,,0
6730,10/7/2008,12,,0
6731,10/7/2008,13,,0
6732,10/7/2008,14,,0
6733,10/7/2008,15,,0
6734,10/7/2008,16,,29
6735,10/7/2008,17,,622
6736,10/7/2008,18,,346
6737,10/7/2008,19,,3
6738,10/7/2008,20,,0
6739,10/7/2008,21,,0
6740,10/7/2008,22,,0
6741,10/7/2008,23,,0
6742,10/7/2008,24,,0
6743,10/8/2008,1,,0
6744,10/8/2008,2,,0
6745,10/8/2008,3,,0
6746,10/8/2008,4,,0
6747,10/8/2008,5,,0
6748,10/8/2008,6,,0
6749,10/8/2008,7,,0
6750,10/8/2008,8,,0
6751,10/8/2008,9,,0
6752,10/8/2008,10,,0
6753,10/8/2008,11,,0
6754,10/8/2008,12,,0
6755,10/8/2008,13,,0
6756,10/8/2008,14,,0
6757,10/8/2008,15,,0
6758,10/8/2008,16,,12
6759,10/8/2008,17,,266
6760,10/8/2008,18,,704
6761,10/8/2008,19,,18
6762,10/8/2008,20,,0
6763,10/8/2008,21,,0
6764,10/8/2008,22,,0
6765,10/8/2008,23,,0
6766,10/8/2008,24,,0
6767,10/9/2008,1,,0
6768,10/9/2008,2,,0
6769,10/9/2008,3,,0
6770,10/9/2008,4,,0
6771,10/9/2008,5,,0
6772,10/9/2008,6,,0
6773,10/9/2008,7,,0
6774,10/9/2008,8,,0
6775,10/9/2008,9,,0
6776,10/9/2008,10,,0
6777,10/9/2008,11,,0
6778,10/9/2008,12,,0
6779,10/9/2008,13,,0
6780,10/9/2008,14,,0
6781,10/9/2008,15,,0
6782,10/9/2008,16,,2
6783,10/9/2008,17,,326
6784,10/9/2008,18,,495
6785,10/9/2008,19,,154
6786,10/9/2008,20,,23
6787,10/9/2008,21,,0
6788,10/9/2008,22,,0
6789,10/9/2008,23,,0
6790,10/9/2008,24,,0
6791,10/10/2008,1,,0
6792,10/10/2008,2,,0
6793,10/10/2008,3,,0
6794,10/10/2008,4,,0
6795,10/10/2008,5,,0
6796,10/10/2008,6,,0
6797,10/10/2008,7,,0
6798,10/10/2008,8,,0
6799,10/10/2008,9,,0
6800,10/10/2008,10,,0
6801,10/10/2008,11,,0
6802,10/10/2008,12,,0
6803,10/10/2008,13,,0
6804,10/10/2008,14,,0
6805,10/10/2008,15,,0
6806,10/10/2008,16,,0
6807,10/10/2008,17,,0
6808,10/10/2008,18,,54
6809,10/10/2008,19,,28
6810,10/10/2008,20,,372
6811,10/10/2008,21,,543
6812,10/10/2008,22,,3
6813,10/10/2008,23,,0
6814,10/10/2008,24,,0
6815,10/11/2008,1,,0
6816,10/11/2008,2,,0
6817,10/11/2008,3,,0
6818,10/11/2008,4,,0
6819,10/11/2008,5,,0
6820,10/11/2008,6,,0
6821,10/11/2008,7,,0
6822,10/11/2008,8,,1
6823,10/11/2008,9,,262
6824,10/11/2008,10,,4
6825,10/11/2008,11,,0
6826,10/11/2008,12,,0
6827,10/11/2008,13,,0
6828,10/11/2008,14,,0
6829,10/11/2008,15,,0
6830,10/11/2008,16,,0
6831,10/11/2008,17,,0
6832,10/11/2008,18,,96
6833,10/11/2008,19,,9
6834,10/11/2008,20,,345
6835,10/11/2008,21,,126
6836,10/11/2008,22,,157
6837,10/11/2008,23,,0
6838,10/11/2008,24,,0
6839,10/12/2008,1,,0
6840,10/12/2008,2,,0
6841,10/12/2008,3,,0
6842,10/12/2008,4,,0
6843,10/12/2008,5,,0
6844,10/12/2008,6,,0
6845,10/12/2008,7,,0
6846,10/12/2008,8,,147
6847,10/12/2008,9,,233
6848,10/12/2008,10,,1
6849,10/12/2008,11,,0
6850,10/12/2008,12,,0
6851,10/12/2008,13,,0
6852,10/12/2008,14,,0
6853,10/12/2008,15,,0
6854,10/12/2008,16,,0
6855,10/12/2008,17,,0
6856,10/12/2008,18,,156
6857,10/12/2008,19,,21
6858,10/12/2008,20,,307
6859,10/12/2008,21,,114
6860,10/12/2008,22,,21
6861,10/12/2008,23,,0
6862,10/12/2008,24,,0
6863,10/13/2008,1,,0
6864,10/13/2008,2,,0
6865,10/13/2008,3,,0
6866,10/13/2008,4,,0
6867,10/13/2008,5,,0
6868,10/13/2008,6,,0
6869,10/13/2008,7,,0
6870,10/13/2008,8,,2
6871,10/13/2008,9,,18
6872,10/13/2008,10,,0
6873,10/13/2008,11,,0
6874,10/13/2008,12,,0
6875,10/13/2008,13,,0
6876,10/13/2008,14,,0
6877,10/13/2008,15,,0
6878,10/13/2008,16,,0
6879,10/13/2008,17,,25
6880,10/13/2008,18,,657
6881,10/13/2008,19,,132
6882,10/13/2008,20,,48
6883,10/13/2008,21,,118
6884,10/13/2008,22,,0
6885,10/13/2008,23,,0
6886,10/13/2008,24,,0
6887,10/14/2008,1,,0
6888,10/14/2008,2,,0
6889,10/14/2008,3,,0
6890,10/14/2008,4,,0
6891,10/14/2008,5,,0
6892,10/14/2008,6,,0
6893,10/14/2008,7,,0
6894,10/14/2008,8,,0
6895,10/14/2008,9,,0
6896,10/14/2008,10,,0
6897,10/14/2008,11,,0
6898,10/14/2008,12,,0
6899,10/14/2008,13,,0
6900,10/14/2008,14,,0
6901,10/14/2008,15,,0
6902,10/14/2008,16,,0
6903,10/14/2008,17,,3
6904,10/14/2008,18,,65
6905,10/14/2008,19,,47
6906,10/14/2008,20,,809
6907,10/14/2008,21,,76
6908,10/14/2008,22,,0
6909,10/14/2008,23,,0
6910,10/14/2008,24,,0
6911,10/15/2008,1,,0
6912,10/15/2008,2,,0
6913,10/15/2008,3,,0
6914,10/15/2008,4,,0
6915,10/15/2008,5,,0
6916,10/15/2008,6,,0
6917,10/15/2008,7,,0
6918,10/15/2008,8,,0
6919,10/15/2008,9,,0
6920,10/15/2008,10,,0
6921,10/15/2008,11,,0
6922,10/15/2008,12,,0
6923,10/15/2008,13,,0
6924,10/15/2008,14,,0
6925,10/15/2008,15,,0
6926,10/15/2008,16,,0
6927,10/15/2008,17,,0
6928,10/15/2008,18,,11
6929,10/15/2008,19,,23
6930,10/15/2008,20,,326
6931,10/15/2008,21,,640
6932,10/15/2008,22,,0
6933,10/15/2008,23,,0
6934,10/15/2008,24,,0
6935,10/16/2008,1,,0
6936,10/16/2008,2,,0
6937,10/16/2008,3,,0
6938,10/16/2008,4,,0
6939,10/16/2008,5,,0
6940,10/16/2008,6,,0
6941,10/16/2008,7,,0
6942,10/16/2008,8,,0
6943,10/16/2008,9,,0
6944,10/16/2008,10,,0
6945,10/16/2008,11,,0
6946,10/16/2008,12,,0
6947,10/16/2008,13,,0
6948,10/16/2008,14,,0
6949,10/16/2008,15,,0
6950,10/16/2008,16,,1
6951,10/16/2008,17,,51
6952,10/16/2008,18,,78
6953,10/16/2008,19,,26
6954,10/16/2008,20,,422
6955,10/16/2008,21,,421
6956,10/16/2008,22,,1
6957,10/16/2008,23,,0
6958,10/16/2008,24,,0
6959,10/17/2008,1,,0
6960,10/17/2008,2,,0
6961,10/17/2008,3,,0
6962,10/17/2008,4,,0
6963,10/17/2008,5,,0
6964,10/17/2008,6,,0
6965,10/17/2008,7,,0
6966,10/17/2008,8,,0
6967,10/17/2008,9,,0
6968,10/17/2008,10,,0
6969,10/17/2008,11,,0
6970,10/17/2008,12,,0
6971,10/17/2008,13,,0
6972,10/17/2008,14,,0
6973,10/17/2008,15,,0
6974,10/17/2008,16,,0
6975,10/17/2008,17,,10
6976,10/17/2008,18,,43
6977,10/17/2008,19,,8
6978,10/17/2008,20,,470
6979,10/17/2008,21,,436
6980,10/17/2008,22,,33
6981,10/17/2008,23,,0
6982,10/17/2008,24,,0
6983,10/18/2008,1,,0
6984,10/18/2008,2,,0
6985,10/18/2008,3,,0
6986,10/18/2008,4,,0
6987,10/18/2008,5,,0
6988,10/18/2008,6,,0
6989,10/18/2008,7,,0
6990,10/18/2008,8,,0
6991,10/18/2008,9,,0
6992,10/18/2008,10,,0
6993,10/18/2008,11,,0
6994,10/18/2008,12,,0
6995,10/18/2008,13,,0
6996,10/18/2008,14,,0
6997,10/18/2008,15,,0
6998,10/18/2008,16,,0
6999,10/18/2008,17,,62
7000,10/18/2008,18,,114
7001,10/18/2008,19,,60
7002,10/18/2008,20,,438
7003,10/18/2008,21,,295
7004,10/18/2008,22,,31
7005,10/18/2008,23,,0
7006,10/18/2008,24,,0
7007,10/19/2008,1,,0
7008,10/19/2008,2,,0
7009,10/19/2008,3,,0
7010,10/19/2008,4,,0
7011,10/19/2008,5,,0
7012,10/19/2008,6,,0
7013,10/19/2008,7,,0
7014,10/19/2008,8,,0
7015,10/19/2008,9,,0
7016,10/19/2008,10,,0
7017,10/19/2008,11,,0
7018,10/19/2008,12,,0
7019,10/19/2008,13,,0
7020,10/19/2008,14,,0
7021,10/19/2008,15,,0
7022,10/19/2008,16,,0
7023,10/19/2008,17,,26
7024,10/19/2008,18,,831
7025,10/19/2008,19,,137
7026,10/19/2008,20,,5
7027,10/19/2008,21,,1
7028,10/19/2008,22,,0
7029,10/19/2008,23,,0
7030,10/19/2008,24,,0
7031,10/20/2008,1,,0
7032,10/20/2008,2,,0
7033,10/20/2008,3,,0
7034,10/20/2008,4,,0
7035,10/20/2008,5,,0
7036,10/20/2008,6,,0
7037,10/20/2008,7,,21
7038,10/20/2008,8,,25
7039,10/20/2008,9,,4
7040,10/20/2008,10,,0
7041,10/20/2008,11,,0
7042,10/20/2008,12,,0
7043,10/20/2008,13,,0
7044,10/20/2008,14,,0
7045,10/20/2008,15,,0
7046,10/20/2008,16,,0
7047,10/20/2008,17,,1
7048,10/20/2008,18,,408
7049,10/20/2008,19,,119
7050,10/20/2008,20,,418
7051,10/20/2008,21,,4
7052,10/20/2008,22,,0
7053,10/20/2008,23,,0
7054,10/20/2008,24,,0
7055,10/21/2008,1,,0
7056,10/21/2008,2,,0
7057,10/21/2008,3,,0
7058,10/21/2008,4,,0
7059,10/21/2008,5,,0
7060,10/21/2008,6,,0
7061,10/21/2008,7,,0
7062,10/21/2008,8,,0
7063,10/21/2008,9,,0
7064,10/21/2008,10,,0
7065,10/21/2008,11,,0
7066,10/21/2008,12,,0
7067,10/21/2008,13,,0
7068,10/21/2008,14,,0
7069,10/21/2008,15,,0
7070,10/21/2008,16,,0
7071,10/21/2008,17,,0
7072,10/21/2008,18,,18
7073,10/21/2008,19,,71
7074,10/21/2008,20,,605
7075,10/21/2008,21,,300
7076,10/21/2008,22,,6
7077,10/21/2008,23,,0
7078,10/21/2008,24,,0
7079,10/22/2008,1,,0
7080,10/22/2008,2,,0
7081,10/22/2008,3,,0
7082,10/22/2008,4,,0
7083,10/22/2008,5,,0
7084,10/22/2008,6,,0
7085,10/22/2008,7,,0
7086,10/22/2008,8,,0
7087,10/22/2008,9,,0
7088,10/22/2008,10,,0
7089,10/22/2008,11,,0
7090,10/22/2008,12,,0
7091,10/22/2008,13,,0
7092,10/22/2008,14,,0
7093,10/22/2008,15,,0
7094,10/22/2008,16,,0
7095,10/22/2008,17,,35
7096,10/22/2008,18,,34
7097,10/22/2008,19,,51
7098,10/22/2008,20,,540
7099,10/22/2008,21,,287
7100,10/22/2008,22,,53
7101,10/22/2008,23,,0
7102,10/22/2008,24,,0
7103,10/23/2008,1,,0
7104,10/23/2008,2,,0
7105,10/23/2008,3,,0
7106,10/23/2008,4,,0
7107,10/23/2008,5,,0
7108,10/23/2008,6,,0
7109,10/23/2008,7,,0
7110,10/23/2008,8,,0
7111,10/23/2008,9,,0
7112,10/23/2008,10,,0
7113,10/23/2008,11,,0
7114,10/23/2008,12,,0
7115,10/23/2008,13,,0
7116,10/23/2008,14,,0
7117,10/23/2008,15,,0
7118,10/23/2008,16,,0
7119,10/23/2008,17,,0
7120,10/23/2008,18,,0
7121,10/23/2008,19,,19
7122,10/23/2008,20,,575
7123,10/23/2008,21,,379
7124,10/23/2008,22,,27
7125,10/23/2008,23,,0
7126,10/23/2008,24,,0
7127,10/24/2008,1,,0
7128,10/24/2008,2,,0
7129,10/24/2008,3,,0
7130,10/24/2008,4,,0
7131,10/24/2008,5,,0
7132,10/24/2008,6,,0
7133,10/24/2008,7,,0
7134,10/24/2008,8,,0
7135,10/24/2008,9,,0
7136,10/24/2008,10,,0
7137,10/24/2008,11,,0
7138,10/24/2008,12,,0
7139,10/24/2008,13,,0
7140,10/24/2008,14,,0
7141,10/24/2008,15,,0
7142,10/24/2008,16,,0
7143,10/24/2008,17,,0
7144,10/24/2008,18,,0
7145,10/24/2008,19,,0
7146,10/24/2008,20,,878
7147,10/24/2008,21,,122
7148,10/24/2008,22,,0
7149,10/24/2008,23,,0
7150,10/24/2008,24,,0
7151,10/25/2008,1,,0
7152,10/25/2008,2,,0
7153,10/25/2008,3,,0
7154,10/25/2008,4,,0
7155,10/25/2008,5,,0
7156,10/25/2008,6,,0
7157,10/25/2008,7,,0
7158,10/25/2008,8,,0
7159,10/25/2008,9,,0
7160,10/25/2008,10,,0
7161,10/25/2008,11,,0
7162,10/25/2008,12,,0
7163,10/25/2008,13,,0
7164,10/25/2008,14,,0
7165,10/25/2008,15,,0
7166,10/25/2008,16,,0
7167,10/25/2008,17,,0
7168,10/25/2008,18,,0
7169,10/25/2008,19,,0
7170,10/25/2008,20,,107
7171,10/25/2008,21,,671
7172,10/25/2008,22,,222
7173,10/25/2008,23,,0
7174,10/25/2008,24,,0
7175,10/26/2008,1,,0
7176,10/26/2008,2,,0
7177,10/26/2008,3,,0
7178,10/26/2008,4,,0
7179,10/26/2008,5,,0
7180,10/26/2008,6,,0
7181,10/26/2008,7,,0
7182,10/26/2008,8,,0
7183,10/26/2008,9,,0
7184,10/26/2008,10,,0
7185,10/26/2008,11,,0
7186,10/26/2008,12,,0
7187,10/26/2008,13,,0
7188,10/26/2008,14,,0
7189,10/26/2008,15,,0
7190,10/26/2008,16,,0
7191,10/26/2008,17,,0
7192,10/26/2008,18,,1
7193,10/26/2008,19,,1
7194,10/26/2008,20,,868
7195,10/26/2008,21,,119
7196,10/26/2008,22,,11
7197,10/26/2008,23,,0
7198,10/26/2008,24,,0
7199,10/27/2008,1,,0
7200,10/27/2008,2,,0
7201,10/27/2008,3,,0
7202,10/27/2008,4,,0
7203,10/27/2008,5,,0
7204,10/27/2008,6,,0
7205,10/27/2008,7,,0
7206,10/27/2008,8,,61
7207,10/27/2008,9,,51
7208,10/27/2008,10,,0
7209,10/27/2008,11,,0
7210,10/27/2008,12,,0
7211,10/27/2008,13,,0
7212,10/27/2008,14,,0
7213,10/27/2008,15,,0
7214,10/27/2008,16,,0
7215,10/27/2008,17,,0
7216,10/27/2008,18,,0
7217,10/27/2008,19,,123
7218,10/27/2008,20,,309
7219,10/27/2008,21,,322
7220,10/27/2008,22,,134
7221,10/27/2008,23,,0
7222,10/27/2008,24,,0
7223,10/28/2008,1,,0
7224,10/28/2008,2,,0
7225,10/28/2008,3,,0
7226,10/28/2008,4,,0
7227,10/28/2008,5,,0
7228,10/28/2008,6,,0
7229,10/28/2008,7,,71
7230,10/28/2008,8,,925
7231,10/28/2008,9,,4
7232,10/28/2008,10,,0
7233,10/28/2008,11,,0
7234,10/28/2008,12,,0
7235,10/28/2008,13,,0
7236,10/28/2008,14,,0
7237,10/28/2008,15,,0
7238,10/28/2008,16,,0
7239,10/28/2008,17,,0
7240,10/28/2008,18,,0
7241,10/28/2008,19,,0
7242,10/28/2008,20,,0
7243,10/28/2008,21,,0
7244,10/28/2008,22,,0
7245,10/28/2008,23,,0
7246,10/28/2008,24,,0
7247,10/29/2008,1,,0
7248,10/29/2008,2,,0
7249,10/29/2008,3,,0
7250,10/29/2008,4,,0
7251,10/29/2008,5,,0
7252,10/29/2008,6,,0
7253,10/29/2008,7,,196
7254,10/29/2008,8,,804
7255,10/29/2008,9,,0
7256,10/29/2008,10,,0
7257,10/29/2008,11,,0
7258,10/29/2008,12,,0
7259,10/29/2008,13,,0
7260,10/29/2008,14,,0
7261,10/29/2008,15,,0
7262,10/29/2008,16,,0
7263,10/29/2008,17,,0
7264,10/29/2008,18,,0
7265,10/29/2008,19,,0
7266,10/29/2008,20,,0
7267,10/29/2008,21,,0
7268,10/29/2008,22,,0
7269,10/29/2008,23,,0
7270,10/29/2008,24,,0
7271,10/30/2008,1,,0
7272,10/30/2008,2,,0
7273,10/30/2008,3,,0
7274,10/30/2008,4,,0
7275,10/30/2008,5,,0
7276,10/30/2008,6,,0
7277,10/30/2008,7,,192
7278,10/30/2008,8,,785
7279,10/30/2008,9,,23
7280,10/30/2008,10,,0
7281,10/30/2008,11,,0
7282,10/30/2008,12,,0
7283,10/30/2008,13,,0
7284,10/30/2008,14,,0
7285,10/30/2008,15,,0
7286,10/30/2008,16,,0
7287,10/30/2008,17,,0
7288,10/30/2008,18,,0
7289,10/30/2008,19,,0
7290,10/30/2008,20,,0
7291,10/30/2008,21,,0
7292,10/30/2008,22,,0
7293,10/30/2008,23,,0
7294,10/30/2008,24,,0
7295,10/31/2008,1,,0
7296,10/31/2008,2,,0
7297,10/31/2008,3,,0
7298,10/31/2008,4,,0
7299,10/31/2008,5,,0
7300,10/31/2008,6,,0
7301,10/31/2008,7,,2
7302,10/31/2008,8,,301
7303,10/31/2008,9,,483
7304,10/31/2008,10,,1
7305,10/31/2008,11,,0
7306,10/31/2008,12,,0
7307,10/31/2008,13,,0
7308,10/31/2008,14,,0
7309,10/31/2008,15,,0
7310,10/31/2008,16,,0
7311,10/31/2008,17,,0
7312,10/31/2008,18,,7
7313,10/31/2008,19,,23
7314,10/31/2008,20,,165
7315,10/31/2008,21,,18
7316,10/31/2008,22,,0
7317,10/31/2008,23,,0
7318,10/31/2008,24,,0
7319,11/1/2008,1,,0
7320,11/1/2008,2,,0
7321,11/1/2008,3,,0
7322,11/1/2008,4,,0
7323,11/1/2008,5,,0
7324,11/1/2008,6,,0
7325,11/1/2008,7,,0
7326,11/1/2008,8,,38
7327,11/1/2008,9,,820
7328,11/1/2008,10,,117
7329,11/1/2008,11,,0
7330,11/1/2008,12,,0
7331,11/1/2008,13,,0
7332,11/1/2008,14,,0
7333,11/1/2008,15,,0
7334,11/1/2008,16,,0
7335,11/1/2008,17,,0
7336,11/1/2008,18,,0
7337,11/1/2008,19,,0
7338,11/1/2008,20,,5
7339,11/1/2008,21,,15
7340,11/1/2008,22,,5
7341,11/1/2008,23,,0
7342,11/1/2008,24,,0
7343,11/2/2008,1,,0
7344,11/2/2008,2,,0
7345,11/2/2008,2,,0
7346,11/2/2008,3,,0
7347,11/2/2008,4,,0
7348,11/2/2008,5,,0
7349,11/2/2008,6,,0
7350,11/2/2008,7,,0
7351,11/2/2008,8,,73
7352,11/2/2008,9,,922
7353,11/2/2008,10,,5
7354,11/2/2008,11,,0
7355,11/2/2008,12,,0
7356,11/2/2008,13,,0
7357,11/2/2008,14,,0
7358,11/2/2008,15,,0
7359,11/2/2008,16,,0
7360,11/2/2008,17,,0
7361,11/2/2008,18,,0
7362,11/2/2008,19,,0
7363,11/2/2008,20,,0
7364,11/2/2008,21,,0
7365,11/2/2008,22,,0
7366,11/2/2008,23,,0
7367,11/2/2008,24,,0
7368,11/3/2008,1,,0
7369,11/3/2008,2,,0
7370,11/3/2008,3,,0
7371,11/3/2008,4,,0
7372,11/3/2008,5,,0
7373,11/3/2008,6,,0
7374,11/3/2008,7,,849
7375,11/3/2008,8,,151
7376,11/3/2008,9,,0
7377,11/3/2008,10,,0
7378,11/3/2008,11,,0
7379,11/3/2008,12,,0
7380,11/3/2008,13,,0
7381,11/3/2008,14,,0
7382,11/3/2008,15,,0
7383,11/3/2008,16,,0
7384,11/3/2008,17,,0
7385,11/3/2008,18,,0
7386,11/3/2008,19,,0
7387,11/3/2008,20,,0
7388,11/3/2008,21,,0
7389,11/3/2008,22,,0
7390,11/3/2008,23,,0
7391,11/3/2008,24,,0
7392,11/4/2008,1,,0
7393,11/4/2008,2,,0
7394,11/4/2008,3,,0
7395,11/4/2008,4,,0
7396,11/4/2008,5,,0
7397,11/4/2008,6,,0
7398,11/4/2008,7,,868
7399,11/4/2008,8,,132
7400,11/4/2008,9,,0
7401,11/4/2008,10,,0
7402,11/4/2008,11,,0
7403,11/4/2008,12,,0
7404,11/4/2008,13,,0
7405,11/4/2008,14,,0
7406,11/4/2008,15,,0
7407,11/4/2008,16,,0
7408,11/4/2008,17,,0
7409,11/4/2008,18,,0
7410,11/4/2008,19,,0
7411,11/4/2008,20,,0
7412,11/4/2008,21,,0
7413,11/4/2008,22,,0
7414,11/4/2008,23,,0
7415,11/4/2008,24,,0
7416,11/5/2008,1,,0
7417,11/5/2008,2,,0
7418,11/5/2008,3,,0
7419,11/5/2008,4,,0
7420,11/5/2008,5,,0
7421,11/5/2008,6,,0
7422,11/5/2008,7,,0
7423,11/5/2008,8,,0
7424,11/5/2008,9,,3
7425,11/5/2008,10,,0
7426,11/5/2008,11,,0
7427,11/5/2008,12,,0
7428,11/5/2008,13,,0
7429,11/5/2008,14,,0
7430,11/5/2008,15,,0
7431,11/5/2008,16,,0
7432,11/5/2008,17,,0
7433,11/5/2008,18,,0
7434,11/5/2008,19,,198
7435,11/5/2008,20,,349
7436,11/5/2008,21,,382
7437,11/5/2008,22,,68
7438,11/5/2008,23,,0
7439,11/5/2008,24,,0
7440,11/6/2008,1,,0
7441,11/6/2008,2,,0
7442,11/6/2008,3,,0
7443,11/6/2008,4,,0
7444,11/6/2008,5,,0
7445,11/6/2008,6,,0
7446,11/6/2008,7,,618
7447,11/6/2008,8,,382
7448,11/6/2008,9,,0
7449,11/6/2008,10,,0
7450,11/6/2008,11,,0
7451,11/6/2008,12,,0
7452,11/6/2008,13,,0
7453,11/6/2008,14,,0
7454,11/6/2008,15,,0
7455,11/6/2008,16,,0
7456,11/6/2008,17,,0
7457,11/6/2008,18,,0
7458,11/6/2008,19,,0
7459,11/6/2008,20,,0
7460,11/6/2008,21,,0
7461,11/6/2008,22,,0
7462,11/6/2008,23,,0
7463,11/6/2008,24,,0
7464,11/7/2008,1,,0
7465,11/7/2008,2,,0
7466,11/7/2008,3,,0
7467,11/7/2008,4,,0
7468,11/7/2008,5,,0
7469,11/7/2008,6,,0
7470,11/7/2008,7,,815
7471,11/7/2008,8,,185
7472,11/7/2008,9,,0
7473,11/7/2008,10,,0
7474,11/7/2008,11,,0
7475,11/7/2008,12,,0
7476,11/7/2008,13,,0
7477,11/7/2008,14,,0
7478,11/7/2008,15,,0
7479,11/7/2008,16,,0
7480,11/7/2008,17,,0
7481,11/7/2008,18,,0
7482,11/7/2008,19,,0
7483,11/7/2008,20,,0
7484,11/7/2008,21,,0
7485,11/7/2008,22,,0
7486,11/7/2008,23,,0
7487,11/7/2008,24,,0
7488,11/8/2008,1,,0
7489,11/8/2008,2,,0
7490,11/8/2008,3,,0
7491,11/8/2008,4,,0
7492,11/8/2008,5,,0
7493,11/8/2008,6,,0
7494,11/8/2008,7,,0
7495,11/8/2008,8,,989
7496,11/8/2008,9,,11
7497,11/8/2008,10,,0
7498,11/8/2008,11,,0
7499,11/8/2008,12,,0
7500,11/8/2008,13,,0
7501,11/8/2008,14,,0
7502,11/8/2008,15,,0
7503,11/8/2008,16,,0
7504,11/8/2008,17,,0
7505,11/8/2008,18,,0
7506,11/8/2008,19,,0
7507,11/8/2008,20,,0
7508,11/8/2008,21,,0
7509,11/8/2008,22,,0
7510,11/8/2008,23,,0
7511,11/8/2008,24,,0
7512,11/9/2008,1,,0
7513,11/9/2008,2,,0
7514,11/9/2008,3,,0
7515,11/9/2008,4,,0
7516,11/9/2008,5,,0
7517,11/9/2008,6,,0
7518,11/9/2008,7,,0
7519,11/9/2008,8,,9
7520,11/9/2008,9,,631
7521,11/9/2008,10,,6
7522,11/9/2008,11,,0
7523,11/9/2008,12,,0
7524,11/9/2008,13,,0
7525,11/9/2008,14,,0
7526,11/9/2008,15,,0
7527,11/9/2008,16,,0
7528,11/9/2008,17,,0
7529,11/9/2008,18,,0
7530,11/9/2008,19,,0
7531,11/9/2008,20,,0
7532,11/9/2008,21,,229
7533,11/9/2008,22,,125
7534,11/9/2008,23,,0
7535,11/9/2008,24,,0
7536,11/10/2008,1,,0
7537,11/10/2008,2,,0
7538,11/10/2008,3,,0
7539,11/10/2008,4,,0
7540,11/10/2008,5,,0
7541,11/10/2008,6,,1
7542,11/10/2008,7,,636
7543,11/10/2008,8,,363
7544,11/10/2008,9,,0
7545,11/10/2008,10,,0
7546,11/10/2008,11,,0
7547,11/10/2008,12,,0
7548,11/10/2008,13,,0
7549,11/10/2008,14,,0
7550,11/10/2008,15,,0
7551,11/10/2008,16,,0
7552,11/10/2008,17,,0
7553,11/10/2008,18,,0
7554,11/10/2008,19,,0
7555,11/10/2008,20,,0
7556,11/10/2008,21,,0
7557,11/10/2008,22,,0
7558,11/10/2008,23,,0
7559,11/10/2008,24,,0
7560,11/11/2008,1,,0
7561,11/11/2008,2,,0
7562,11/11/2008,3,,0
7563,11/11/2008,4,,0
7564,11/11/2008,5,,0
7565,11/11/2008,6,,1
7566,11/11/2008,7,,9
7567,11/11/2008,8,,576
7568,11/11/2008,9,,412
7569,11/11/2008,10,,0
7570,11/11/2008,11,,0
7571,11/11/2008,12,,0
7572,11/11/2008,13,,0
7573,11/11/2008,14,,0
7574,11/11/2008,15,,0
7575,11/11/2008,16,,0
7576,11/11/2008,17,,0
7577,11/11/2008,18,,0
7578,11/11/2008,19,,0
7579,11/11/2008,20,,2
7580,11/11/2008,21,,0
7581,11/11/2008,22,,0
7582,11/11/2008,23,,0
7583,11/11/2008,24,,0
7584,11/12/2008,1,,0
7585,11/12/2008,2,,0
7586,11/12/2008,3,,0
7587,11/12/2008,4,,0
7588,11/12/2008,5,,0
7589,11/12/2008,6,,0
7590,11/12/2008,7,,603
7591,11/12/2008,8,,297
7592,11/12/2008,9,,60
7593,11/12/2008,10,,0
7594,11/12/2008,11,,0
7595,11/12/2008,12,,0
7596,11/12/2008,13,,0
7597,11/12/2008,14,,0
7598,11/12/2008,15,,0
7599,11/12/2008,16,,0
7600,11/12/2008,17,,0
7601,11/12/2008,18,,0
7602,11/12/2008,19,,39
7603,11/12/2008,20,,1
7604,11/12/2008,21,,0
7605,11/12/2008,22,,0
7606,11/12/2008,23,,0
7607,11/12/2008,24,,0
7608,11/13/2008,1,,0
7609,11/13/2008,2,,0
7610,11/13/2008,3,,0
7611,11/13/2008,4,,0
7612,11/13/2008,5,,0
7613,11/13/2008,6,,0
7614,11/13/2008,7,,0
7615,11/13/2008,8,,25
7616,11/13/2008,9,,2
